language,split,text,label
ary,train,demain cor e de sud contre uzbekistan dit bouto ghi jib lmanta o batt temak,neutral
ary,train,la ban li chi nas kayhedro la chi sa afi w chi nas la saad w chi nas la les fans lemgharba mafhemt walou,neutral
ary,train,tana ghi otlik machnahach f lirae talfazi ama hadra li al modi ma ssad fiha waalo hadik asilat modi in,neutral
ary,train,nihad cv lik ntmnaw tgoli lbety twassrl m a sahafya zalfa ou tawl tchofha hit hya sahafya kbira ou ma roufa,positive
ary,train,dhktni oihab mbanch lik bli howa tab bnt hya b da ila drtha rah bnt howa fihya nkhwa rajl mghrba osir chof fi youtub tkhsare lhdra,negative
ary,train,machi page dyal real sada lmala ib,neutral
ary,train,iyeh hadak howa tamanhom f blassthom rah shipping li ghali mn korea l morocco ad kfess db m a corona choufi form rah fiha d tails kifach kan essbo taman m,neutral
ary,train,hamdolilah et toi saraha bakimalkit stage hwa li mbrztnii ohamdolilah rmdan zwin ontii,positive
ary,train,dakchi li kayenaji sme t ibtissam tat lel kelba yemmaha bloque hal hada lkalamo sa i on ya gholam,negative
ary,train,ana d ja swat min ch al hadits ab li wach bdat ljawla taniya,neutral
ary,train,ihab thla f bnat bladk o t rb mnhom na m akom w khirna maydih ghirna w ghni yakhti ghir gari gari,positive
ary,train,merayam momkin chi tliba ghira pliz manak,neutral
ary,train,akid hta nti tstahli ya rab souka tafarahkom ntoum tstahlo habaybi,positive
ary,train,hhhhhhhhhhhh ya akhouya maridd f rasso hadaa da imann lahi nii off,negative
ary,train,hbebe saad i cant wait w singl w lclip aykon buuz kif l ada w good luck,positive
ary,train,aussi knt chayfaha rir hya ou dak nwiess li dekhel flkher mai db drt lihom bjoj bloc,negative
ary,train,ra wa da min fans anan hiya li nawdat had sda,negative
ary,train,dawiw ma aha tafi chwia rah fi dar ghaflon radi takharj ala bantha,negative
ary,train,kan machi howa hadak ghir bnti mcha tach o jou hhhh,positive
ary,train,raje hbiba tbark lah lik akhti dima katdiri jhdk w aktar bash tferhi basouma rebi ysshel lik omour ahbiba,positive
ary,train,hna f settat lbatikh o dalah desserts mojoud,neutral
ary,train,habibti ya bassom ya malik ana kantsta lik bizou alghzala,positive
ary,train,iwa rak bsah dima hadra fkol wa t tchj i f saad lil onharsa dat saad bik,positive
ary,train,chano alat lik olti nadiro blok l hadikdarato,negative
ary,train,ya rabi tal lina ya rabi ch al dya t dyal r twitat,negative
ary,train,nn f khayalk a wldi hsseb akbar tajamo at skania f modon w chof chkon aktaria,neutral
ary,train,fach kano ihabiyn ou souhabiyn ou sahlawiyn id wa da kano tichaklo owa wakha kan ma your min fans maba ich ou fans abas,neutral
ary,train,noooo way mabrouk de i m aya ndir nefss lhaja,neutral
ary,train,wahad l video fih rana ta hiya galtha wa ra b sif hit ghir lghna w am kamal w hiya masdouda w ghir f lkhala,neutral
ary,train,goaaaaaaaaaaaal kaabi wakha hakak d inak lah,negative
ary,train,wahd nes nes karima goli ach bghiti tchrbi ila diti chi haja ktr mn dh atkglsiha nti ldinmok,negative
ary,train,mni ina w t onti ghabra bach n olole jadid hhh,neutral
ary,train,uii ana ma ndich m ah howa wdik lbl asa dyal janat yalah bant lihom loghnia lmghribia,neutral
ary,train,is abli ghi chi bnt bzazlha sghar katbrred la kerrha,negative
ary,train,francais o dakchi nssito wa d tu merite,neutral
ary,train,oppaapapaaa zin li tak lah metlo manel a,positive
ary,train,hhhhhh chmn in isamat bel aks kanchof f hadi bli mta din tbarkllah,positive
ary,train,sam o lghna dyal bsa f mbc najat lmaghribiya litastahl taswit ntoma dyin i zwa tfo la lmorahi at,negative
ary,train,hit nty aslan khel a o sehra meghribya hrbooch theti sb k fiha la nti la fhalk,negative
ary,train,hhhhhhhhhhhhhhhhhhhhhhhhh hafih ghire nti ou la ma reftihch rah yehafdo lik mzn hwa hafdo hsan menak wa tlahi,neutral
ary,train,lache su ju homa lawlin o exo homa tanin lache machi hna lawlin bgina nkono lawlin afakon armyy yalllah,neutral
ary,train,safi ssalina mafia li ysada rassi fado jo a liya hhhhhhhh,neutral
ary,train,tani haja fach kharjat farha kanat f ayniha tgoul arss andha skatna likom,negative
ary,train,je crois que zakaria fahham taykdeb impossible ykoun hadak le resultat dyal mghrib no way nass tayswto bezzaf,negative
ary,train,saaaaaa iiiiiiii ma mro w f m a hanane wala souka wala ihab,negative
ary,train,ghir siri ila jat ibtissam nfy k hhhh,neutral
ary,train,nti hmara w mreda wbagha tjbdi sda aji mrehba tfo syad kayhder la haja fchkel o nti kadkhli lbrhuch flhdra htarmi,negative
ary,train,fadel attaque hadi sad atni,negative
ary,train,waaw hadechy adna fel maghrib o d,positive
ary,train,hhhhhhhhhhhhhhhhhhhhhhhhh khatira hanan machi bhalk hbila p,negative
ary,train,hadchi li bgha i tina had si twitter,neutral
ary,train,ana rah dakchi li kandir dima khdam dlil,neutral
ary,train,ah rja kan asni nda l num ta tel,neutral
ary,train,le dieu,neutral
ary,train,hhhh lah yster mn zinha yla gelsat fedar hhhh aussi aussi ellah soon,neutral
ary,train,nta hwa kimmo tuolema,neutral
ary,train,habibti kanouz ga mgharba kayhma o lik w tach atzourina,positive
ary,train,nonsakn f mohammedia anjibou f rsi la blk,neutral
ary,train,hhhhhh ggltha lihom chehal hadii kn kherjt mezyan wa er ble zen li fik kon daroha fe film,neutral
ary,train,wach hadchi du marche badr vrai,neutral
ary,train,yallah alkol hojoum la had l page rache o hanane,positive
ary,train,rabii dima jay mn jihtna kamal lk ana mab itch mn lajna monadimaa tasslo b mihrajan,neutral
ary,train,inti o yaha mahchamtoch chi jiyin hata l andu o ka thadro fiya,negative
ary,train,ouiiiiii rak rir chhal ma dkhalti l twitter tbedelt lk hhh,neutral
ary,train,ya akhi hadak wjhak wla gfak kont na tarmk lyoma ta ti mn nadari ya ni ba d kol hada watara anna taraji yasta i al kass f you,negative
ary,train,hhhhh hta haja ma b ida aham haja tafahom o mat raf lmktab ach mkhabi,neutral
ary,train,tamchi t awad f stin dahia,neutral
ary,train,ana ra ntoma li mrdtoni ila ma jbkomch chi tasarof ntjm o o ngoloh liha f social media o manwdoch fitna binatna,negative
ary,train,waw basoma albi saghir la yt amal,positive
ary,train,rah nti hotalat lmojtama siri chofi ghi hdrtk wili m amn hdrt rapha w hanan wli jay wa r wa r yalah tirii,negative
ary,train,la tomatil lmaghrib safi khalihom y olo li bghaw,neutral
ary,train,matkounch kat khaf ali ghir it adda lik chi hawed sur twitter goulha liya,neutral
ary,train,la hadi wydada al oumaa site na ess makigoule walou wlaa ma ert wakhedine conge,neutral
ary,train,loool chorale w comparse hhhhhhhh single samo ala ra y si ifa ljazayria chkoun hadik charfa li m a kif ma al jomhor samo,negative
ary,train,hhhhhhhhhhhhhhhhhhhhhhhhhh relaax relaaax jaya jawla f europa w jay mawazin hhhhh kheliw lih chwia dyal sab w lm your lol,negative
ary,train,t akadt beli hena a wa jaych o a wa fans daz f mawassim starac netmanaw neb aw dima comme a,positive
ary,train,kimchiw and condidat f fia khra o kitbadlo tasswit binathom hna ftina lihom had ray yahad mmatssawe na,negative
ary,train,zwina rah hdar m a fans alihomhtarmo ay wahed ohdar la dowal hna malna,neutral
ary,train,that moment mli chi be louk fl ouma ki goli emmi,neutral
ary,train,tito bloc mn ayam lwla llikinbeh fiha o a o tani bloc hh,neutral
ary,train,ewa n ess mn lhedra dl bnat bach nmeyzo binatkom,negative
ary,train,jaybin lina hadrat wa d maghribi alik makatcharfoch ibtissam odonya okif l ada mchadin m ah,neutral
ary,train,katbghi chi haja katl ah howa o hia raha kbira o charba e lha mabghatouch ikon son ami ra ghat m o o ila dar chi jeste hia,negative
ary,train,nhar daz wa er a n diab casablanca morocco,positive
ary,train,madanit natfarqu man ba d ashratna ya khti ualaftek uanti ualaftini biti m ak alqalb yali nsistina u m ak dikrayat manansak matansini,neutral
ary,train,ana wahd sahbi makanch endo pc kan dima kiji andi bach ihder m a wahd deria hta tsa bo ad tani tissa hhhhhhhhhh,neutral
ary,train,chi kayfarah ikon ta awan bin mghrib omasr mais ntmna tkon ghniya mghribya lol,positive
ary,train,rfti la majitouch lmghrib rah ma douwztou la carriere la wlou rfti chnahya ma dou ouch rfissa lbstila w chbakya rah ma chtou ma walouuu,negative
ary,train,ghaliban ljassous kaykon chaf chrono f idih f rec gha howa dak l chrono riba t ada lih l jra wla m douda,neutral
ary,train,afak chno daira fsmya saftihali fkhas ila bghiti lah ykhelik ana nhar kamel wana ntsenaha afak,neutral
ary,train,ah wila briti lhchich hbti ltarast ola tmstya hitach ana wld agadir walkin ana sakn frabat,negative
ary,train,momkin a hbibti na raf lach hanan rahit bin rajlin mafhamtch,neutral
ary,train,o nti be ti le mek la khaliss,negative
ary,train,hada howa sa i ou lakhor mas ih,neutral
ary,train,la zine la mji bekri,negative
ary,train,w matgolich hassdha w dakchi li wsslat w blaa blaa hanan w ihab la ala a aghanih wassla fen w b fanso l hamdollah,positive
ary,train,la ahbiba fans mrid howa li ki alaf isas ima laknti katbghi hanane bohdha hadakchi so ak ahbiba yakfi anak tchaj iha,neutral
ary,train,wa ana ghir had liyamat mamsalyach lhadchi ama dik hadra dial choma kont ta ana ngolha,negative
ary,train,mrach a mais taswit mansawtoch daba hta n afo dak chi m adal mazyn just mon avi,neutral
ary,train,matsowloch l ardja w lach ma mtorkhach wicha badji jabtha stylo makanch lmjarden microbe lach zowerti lwati a,neutral
ary,train,klamk hwa lkbir a bro walakin ra maghayrb och,negative
ary,train,khoia had photo li dayr nta hia l al,neutral
ary,train,aji n raw langlais b darija videos li ay lmok kola nhar expressions yalah come and join us,neutral
ary,train,mafhemtch lach madarch l betty follow,neutral
ary,train,l toile du sahel wa ila kano baghin iwnso taraji f lcaf,neutral
ary,train,ouii latifa fenana kbira omn wahed nahiyahadik hiya khedmatha kathajem fenana f ga mo abalatha walakkin hiya majebdatch,positive
ary,train,howa l matal kygol chkon chkr fik l ros galt mi wkhalti wlhazara jarti db rj bnadm ichkro rasso wyt bhdrtoo,neutral
ary,train,syed galia kanhder m a jemti o ana ngolih ina wehda fihom alors que hia katsm o kat rfni mn fou,neutral
ary,train,svp li maghribi o ziza lih ibtissam o endo nefss la bnat blado yedir unfollow l hadak konan f instagram et merci,neutral
ary,train,hada ahla selfie sara a yala,positive
ary,train,safi db bla mayjiw ghayb aw tama fuck ashnahia one direction bla zayn malik o khraj b sbab lfandom,neutral
ary,train,kifham l arbiya kihdar biha howa rah maghribi kan fi lmaghrib ad mcha mericain dirih fi youtub jaboh sabah lkhir ya arab,neutral
ary,train,lol si kant riba jy en suis sure mghrb ghaydirha,neutral
ary,train,diireliya follow wla ndba elik hhhhhhhhhhhhhhhhhhhhhh,neutral
ary,train,ila nsito nfakrokom walakin la enach li ki horokom inchallah cl ou botola,negative
ary,train,m,negative
ary,train,kantmna likk twafi yannsine vraiment the voice ohna faghorin bik lank kat matal sahra lmghribiya o le maroc bravo lik jtm,positive
ary,train,cherbo assir lavoka it mezyan framdan barnamaj si ati tu connais le prix de lavocat au kilo connasse,neutral
ary,train,dakchi alach meziane tmchi dir footing m a h,positive
ary,train,moroccan and proud plzzzzz kantmenna ye bel ghadi tchher oghnya enta m allem f,positive
ary,train,inin k alo b tekhmam w sshir lil,negative
ary,train,ssi hamid ramadan mazal ma hak la fettah alaoui,neutral
ary,train,mrahba b l ghali f tvv,positive
ary,train,galek darija machi louchatr s belle photo sidi dites fin kayna,positive
ary,train,mojarad raeyi li baghin dio m a towton omachi m a abdaslam rahkhassha tbda mn alam arabi abach tchof alamiya,neutral
ary,train,la ra dkhel lkhedma tani,neutral
ary,train,na f casa kent ghir ana ou s abi hhhhh,neutral
ary,train,cest l imagine dial dak lkassoul li ta yebe a yatlab le premier de la classe bach yewerih f l examen,negative
ary,train,ana saybto ghir bareh hhh,neutral
ary,train,ana akhti wallah hta kansawatt ana ma andich nb a n ol anani kansawatt bach hta wahd mauy awal liyaa,neutral
ary,train,bsa tak ya li f lgharba,positive
ary,train,ya khtiii ana rah ana li aycha hena w chayfa kolchi w ma famille f l yon ma arfin walo la hadchi w aychin w baghin bladhom,positive
ary,train,chokran radio aswat listidafat ibtissam tiskat,positive
ary,train,lach katjawbo bhal had anwaa kifer no ghir f social m dia hmdl libgha chi haja kil aha,neutral
ary,train,la ma sme t mn kexols l adya dyal streaming stage makate sbch f points ghir kan khata cha i and yees mcha ef m,neutral
ary,train,yarbi salama kandam lach kandkhol ldak l facebook l fooo,negative
ary,train,it kan kahsso yitla yighniomab atch lwa t,neutral
ary,train,sout da ana fe souuuuuuuuuuuuuuuuni rah khasna nbe do it justin bieber fe aya la da rah yetla sarouuuuuuuuuuukh,negative
ary,train,makaymrgoch kayshabhom mawazin ay wahd imchi lih,neutral
ary,train,l hab bezaf ratel a wladhom finma mchiti dakchi lach adna black mentalit casablanca socrate,neutral
ary,train,derritk f jenbk sa by benti mayl,neutral
ary,train,rah lmara lwahida li kan ta li andha alf hya nhar chba na fiha m yorr kamlin berdna albna ou jina mesaknn dahaya hhhhh,negative
ary,train,kan awl w saffi,neutral
ary,train,nariii nti li teltih,negative
ary,train,bghit ne raf fin wsel tol dial wednin selami hit akbar hmar arfato lbacharia,negative
ary,train,fe khbarek enzat eldouna ta fe da k yalatif bghina chi mera yebtakro chi aja,negative
ary,train,cheb rayen makaynch ghir nti fi had dania vorza youness,neutral
ary,train,omaghribna kolo zwiin wad imlil jiht marrakech o ouarzazat p fes ifrane titoune araech assila bezaaf,positive
ary,train,cheft ghir tssawer ha e mzn o ghatchof jiha kerch byaad kolo,neutral
ary,train,hna baghinha hakak nti ach dakhlak baghinha tbos wdir kolchi ach khcha hmartk tiha ghi tisa,negative
ary,train,z ma raki nti bayna fik mn tsawrk kbira wb lk wach kich o nas haka,neutral
ary,train,tjla lmhm wahd lkarita bhal minaj w safi,neutral
ary,train,la valise biensur yallah bara bara hadi akhir mara,negative
ary,train,elach hetal daba ad hadi jaya te tader duo arab samo zit baghi yerbe men endna kat lem teji l chi mihrajan,neutral
ary,train,ana ma arfach nti arfa,neutral
ary,train,nti soltanat l akdemy khadmi mzyn owa a tl i dlmrat jomhorak wohoch ranraj oki wkhaliki dayman m a rafayil dina kador bih,positive
ary,train,rahou yastakblou souhaila machi ihab hchouma,negative
ary,train,miam tanftr la ra ti f chambre ou f t la rahti vive le distanciel,positive
ary,train,kon ghir kan sa,negative
ary,train,o mri e lt swt l chi wahd machi mghribi mn ghir abd salam,neutral
ary,train,hamdlh ghir mn bnt hhhh ra l itha odami bghit njareb hhhh,neutral
ary,train,khlik f l blue dialk nti hssn,negative
ary,train,sur un stade ou la balle peut glisser napoli kant tdouz,neutral
ary,train,hhhhhhhhh ah ila hada howa ljamal ndkom lah w lm hmdulh chft souhaila lghzala amma di hhhhhhh fans souha andhum h ykerhuha,negative
ary,train,hbibti ghbarti bzaaaf ana chrite dalah hh,neutral
ary,train,ana mohim adi howa ibtissam it inssana katstahal,positive
ary,train,hhhhh chnahwa rfti o nchdha nkhrj mnha l onota dyalha,neutral
ary,train,la ana andi mihrajan tili ad hhhhhhhhh a ssan mihrajan fel alam tili ad hhhhhhhhhhhhhhhhhhh,neutral
ary,train,ghir khalihom daba ichedo f malongo mezyan ra adna lmoch,neutral
ary,train,o haja chhkon homa had nass likihekmo la sotha nkhali assassida achado b sotha o khama lifih ontb nass kibali ghir sam in,neutral
ary,train,kon ghir tgals m a wld bladha khir liha man dak ihab kaybghiha otaykhaf liha owld bladha othdar m ah mghribi,neutral
ary,train,fach l prof dyal communication katsm ek glti un video,neutral
ary,train,nb aaw nadgho f hadraaa o nssad o rassna,negative
ary,train,hbiba ana hanan khssart aliha flossi w bla mansawar bla mandir di aya wa lakin chi li raha dir fih over bzf w mat oli adi,negative
ary,train,ana fb w ghir db,neutral
ary,train,y y y endki jor a tgouli lmeen souwti o elach ana benkiranya wa aftakherrrr hhhh,positive
ary,train,fin chofti hadxi li kat oli la hanane jem i rassek zedti fihhh ida kan dakchi katchoufo fe khyalak haja akhra,negative
ary,train,ahh hata ana atito odb jat wahda khra yalahh lila hadii,negative
ary,train,daba mcha chaf ach men tiyara ghada ghedda m a h,neutral
ary,train,hadchi bach mzyan le hhh,positive
ary,train,torkie sini m alta b d i nzido lha chwiya dyal basbasse o zabda ila fhamti chi aja ha wajhi iw iw iw,negative
ary,train,betissam hbb chufi hadu ash dyrin mnawdinha lik li kn rf ana hadik mashi safha dyalk lhssed,neutral
ary,train,ana maghribya o a oul ana haidy aktar wa da mo tarama fl akadimya,positive
ary,train,mnine t yti o lik h d fk re hhhhhhhhhh m hboul,neutral
ary,train,pliz bnat darori tjibo trend mghribi wla ytarta fia chi ra,negative
ary,train,man kan chof soha m a ehab albi kaytrawa,negative
ary,train,akid le maroc mataynsash rad ljamil w kifma katbghiw hanane ta na tan ma o la saho,positive
ary,train,matb aych tjawbi m a had achkal hadrthom makat dam wla t khr lmohimmm hanane w raphael makitsw och,negative
ary,train,ghir dahkine a khty ou m achbinne lah ikhalina dima dahkine samhouli makandkholch tag bzaf ghir m a khadma mais dima,positive
ary,train,haaaaaania machi mochkil wakha kolna ba in massdomin najm adim w bi oua,positive
ary,train,malk a ti mn sbah w nti tna zi ghir bohdak mal ach assk yakma s an lik rassk,negative
ary,train,voil cest la reine wkhlawha the five li jayy wa er wa er,positive
ary,train,souhahala bghinak talssi ghir m a ali,neutral
ary,train,hhhhh dahka jama iya siri tna ssi ach jab chouk lhab lmlouk hanan aktar wahda mahbouba fkol dowal aktar man lmomatila,negative
ary,train,la ta rif chay an ya waladi,negative
ary,train,kayn chi mayt sa awnona please sawto la ibtissam lmaghribia f,positive
ary,train,ila bghat tenchaher machi la dhar nakira b al anza kan momkin tchof chi fenan me rof machi anza merci,neutral
ary,train,chefti ntaya ghir meli tatgol ahira rak oummi,neutral
ary,train,kat lab f swa da o missryin bach i tiwha chi sahra tjma ryalat,negative
ary,train,souhaila ya atyab aleb ana magribia bas ljazayer ikhwayna ana kanbgiik bzaf w salami l ihab hanan,positive
ary,train,hram hadchi li kadiri fih,negative
ary,train,kat arfi polizaryo fin jaw,neutral
ary,train,ndak sa rbi yi fdak lina rak ziz o ghali,positive
ary,train,hadik mamossaba a mawaalo tkharbi a o hna daba machghoulin,negative
ary,train,marhba bik ya mhamad fi baladak bs howa enta mamak li maghribiya wala babak,positive
ary,train,wach dayrin oughnya b elam jay f lkora l ardya w bghity tndm hhh,neutral
ary,train,hhhhhhhh wili malek ma ti ana wlh matayhemnii hhh khelina na jonod lkhafa haahaa,neutral
ary,train,l iyaaa a diyalle z wa lmkhrayr fikom kay ich a fel virtual ou li bgha chi alwa marhbaaa,negative
ary,train,hakim nta ba i katfaraj fhanan ou kad amha oula la mani khraj anis mab itich katfarj fiha,neutral
ary,train,finahowa lweld litassel men lespagne ban lik laman,neutral
ary,train,hhh ah bn d acc o mat olich lia mrk matl ti vu o majawbtihch hhh majatch,neutral
ary,train,adil zin dial bladi,positive
ary,train,acho malki dart m ak bazaf achno kanti bagha,neutral
ary,train,dak rabit fih chi ghalat mabghach ithali,neutral
ary,train,ana sf chi ans mab it chrithom walakin kanchri bla monassaba fhamty ana sf kbert hhhhh galoha lya dar wa ila kadbo lya,neutral
ary,train,rialto kan endi m ah,neutral
ary,train,nn z ma nass li swto al ayna ali ssa ya hh,neutral
ary,train,w na bghina nchkrook la bzzf d l wayej ktrf rasna ka fans dyalk kt dm lina a mal f lmostawa lah ykhlik lina a l zeez lt,positive
ary,train,ana la ahtamo bihada lkalam ana wa ya o arfa kola wahad o wijhat nadaro li lmawdo,neutral
ary,train,al a id kan dima a id,neutral
ary,train,ya ro i b biba wkbida dyalna wa a rfak maghtna sich daba hhhhhhhhh,positive
ary,train,hadi ghir petite balade onta chadditi tri mawafatek bernoussi mawa fatek ain arouda,neutral
ary,train,khalik habob m a hanon landalnhibak message wsel hedi lahanan oghniyat jamalek jamal,neutral
ary,train,ah bsa hanan makatmtlch chamkarat li kimchiw m a dlil w yskhfoo hhhhhhh ohadok bkhochat li kihdro brahch madathach fihom,negative
ary,train,cherhilhom bzzzzzzf li makhdemelhomch,neutral
ary,train,fatine rah sihat lik les emails w matnssaych tfat i email w activi lvote rah hadchi li nazalti makamalch,neutral
ary,train,nariii kano kayfa ssonii w fach tgolih concert lila dh ygolik iwaa tayjiiw dik sa a n atha yjiiw my ass,negative
ary,train,hanona ya solatanat lobna nti fakhr lmghrib orah nbghiwk bzf khlik m a raphi oghano li,positive
ary,train,mochkila safi erft dik li kaygolo liha yazn min saudia hadik rah machi saudia rah min fans dyal lme eza lbaherh te yarat me ana,negative
ary,train,plllllllz ila nzlat song dyal ibtissam mat touhah f dautres chaines sur youtube bach ykono les vues tal in bzaf onfa so chi nas,neutral
ary,train,daba ghi goulou lia wahed naes mn h w fayeq mea h dyal sbah ach bghitouh ysom,neutral
ary,train,ouii rah chefthom tbdelo haka hsen taykherjo dik sa so hom hadak,positive
ary,train,salam laykhalikom ana halti daifa omafhalich oaandi banti mrida bmarad mozmin aandha lma faras otaykhasni kola aachrin youm kina tamanha dh kola aachrin yom,negative
ary,train,salam bent moulay abdelaziz lalla fatima zahra hiya zaouja dial moulay lhassan ben lmehdi,neutral
ary,train,walah ana maktbthach honi mais mes amis f le facebook arfin kamil,neutral
ary,train,rah machi la saad la tani ana choft lvideo alo saad zwin souto o timbre dyalo ama hadk sout walakin timbre dyalo mazwin,neutral
ary,train,sm o nass li m achrinnha alb tayeeeeeeeeeeeeeeeeeeeeeeb matkhyluuch,positive
ary,train,merci khti momkin tchofili les amis dyalak ila jat la khatrak,neutral
ary,train,ghir bghit njarab conixion,neutral
ary,train,howa biji dayman aker chahr lakin lhad l am ra yibda min mai wi ikamil mai,neutral
ary,train,tag betyy ta ga mgharbaa machi ghir dyal ibtisssammm hhhhh lay khalina dima majmo in la hob wlad bladna lt,positive
ary,train,jawbi ta t hadak tweet dyal poe fanbase b link dyal mv d lay o tag accs d exo o lay ta ywssl tweet l haka m,neutral
ary,train,khoya chof wach mabanlikch monroe f had la photo,neutral
ary,train,ma endk matsalo mnin addar had bnadm,neutral
ary,train,zidi ti i fi rasak ktar o khalik m a wld maghreb arabi o haidi o ali o rapha safi o hadri maghibi aya ti lina,negative
ary,train,plzzzz adolph maglna thanina men l control zeft o daba nta iiiiiiiiiibb lik plzzz,neutral
ary,train,nta chftkch madayhach f l pam mp w l pjd,neutral
ary,train,ana tansawt daba li ndak siftih ok bonne nuit,neutral
ary,train,rah magal heta haja f li a dyalo ghir dawya w saf lmohim mouto b sem,negative
ary,train,salam veuillez nous n el lmatch dial gheda svp,neutral
ary,train,ana diman knmchi nt da knsm oghniy dyal ihab f zan a f ma alate daroha f cd dak chi lach dghya katzade,neutral
ary,train,hana maakom db ghir knt mxghol xwya,neutral
ary,train,fe rassek wa ed le aja ana masma t la audio la walou ghir fta t l ite rawbala we bi ani dakchi li kano kay olo lih sda kdoub,neutral
ary,train,wash dima maghreb yes oui daroori,neutral
ary,train,twitter dair b al rap maghribi kol mara iban bnadm o kitfaaa o ban w d jdid,neutral
ary,train,wa wlh mansitek ghir mab itch kanhder bzzf safii kelma wahda ghda m a h incha alh ghadi weslk,positive
ary,train,hay sousou thali fi rou akw fi welidna anisou w yarit tgou dou m a ba d bzaf ranou andalousi,positive
ary,train,akhyab wa da tatsenna noubtek da li grissa mra charfa o li arbat la khalto,neutral
ary,train,goulou yemchi azi b les catalans hhhh,neutral
ary,train,spoil dyal bssah rah msehto tkt xd,neutral
ary,train,ta ana ad ghada n ass hhh tsb i la khyr xd,positive
ary,train,rah bedlo tani ha howa,neutral
ary,train,dik chmakara dyalak ila bghiti da mih lfar i la ibtissam it bzaf lk whiya mrwasalch hiya alh bdat kadarbo liha myat sab,negative
ary,train,sah hanan ljazayriyin yhabouha fans souhaila wlad bladna lmgharba li kaysabouha machi dzayriyin ou chokran lhobkom,positive
ary,train,yaaa rebi iwa lah yesehel l omor lakin lvideo dyal two tone m a chawki lbare chekit wa ila hia hadi w lah a lam,neutral
ary,train,oui kinti super waw najwa ana b ibik ktir,positive
ary,train,khalihom ihadro kaynin xi morahi in karhona andkhlo alfcbok o twttre,neutral
ary,train,kydyryn sabhogt la gtkhairgt a li fan l zazz ghddagt inchallahgt parti gtyoutobe,positive
ary,train,yadali hna wahad hadi mafihach chak wani ibtisam chal a aslha wsafii wyarbi tgolha tani bach t akdo,neutral
ary,train,li anani ana reda masandoch,neutral
ary,train,raah machii kamliiin akhtii kayniin lli b lhoom hadoo naafss l anassir o rah htta homa mtbryiin manhoom,positive
ary,train,wahna kanhma o lik ya ilhamo lhbila dyalna l assifa dyal sahali rabi ykhalik lina we marhba bik fbladak lmaghrib,positive
ary,train,dio ghayrja ba d sway chi ta dil f tawzi oghniyat bety mafhamt waaaalo,neutral
ary,train,makanoch kayt awd fihom lbii mn ghir had lblan rah kayn ljamal,neutral
ary,train,ana mamali waaaaaalo chefthom hajmiiin lina ftag kandaf la rassi,negative
ary,train,oui hhhhhhhh bas kharjo chbaba man klamna ra i mlo lina bloc,negative
ary,train,walakin bla matjbdi hanane ra hanane li fiha ikfiha,negative
ary,train,meziana fik le ya a dial walou,neutral
ary,train,madiroch kol lfanana mgharba rah ray ado taswit,negative
ary,train,lach madirich kikaydir l groupe dyal hanane kay rfo chi wahd f melilia kaysiftolih l flous o howa kaycheri f les shops lhanane,neutral
ary,train,adi ikharjo ihab bach tb a ra issa impossible ib a tebal bla ra issa,negative
ary,train,haha o lli tta l bill y ttina ta na nshallah,positive
ary,train,allah hassan momkin nssawlak chhal andak man am tbarkalah lik kay jabni tafkirak wa i bzaf alah yahfdak lmamak,positive
ary,train,ach dkhl lmaghariba f had tafahat,negative
ary,train,had mosaba at dyal like le saf a ad yete seb sawtek ma teb awch tcharko fihom gher kandey o wa t,negative
ary,train,ana sma to chi dlmarat howa tayhdar la ghazi alo saad zwin timbre o sout o hadak alha lo bchwiya,positive
ary,train,matnssach hadou rah ndhoum l arb afak,negative
ary,train,ana mn naw li ziz lihh tajdidd hhhhhhhhhhhhhhhh,positive
ary,train,wa jiha mn lkhr guliha chnu labsa mn tht,negative
ary,train,khassna album jdid bach nrej o l waydna amma db l adia naaachfaaaa seyed banana,neutral
ary,train,llah yekattar min amtalak ya rit andna walaw bhalek min l i lameyen koun lawad ghadi l ahssan,positive
ary,train,inshaalah ikon khire gha netfrwah la ma le besh,positive
ary,train,tsarfi manha hhhh boubi ou akhirto ga shabo t albo lih hit arfouh machi rajal ou akhirto had mamah ou night club ou chicha,negative
ary,train,haha dakchi b lfassila,positive
ary,train,b al had les audios kayb aw couleur verte hta katbdl tel,neutral
ary,train,rah sedmo west f live jah men lkher,neutral
ary,train,twa shtk twa shtk mn lmaghrib a la salam,positive
ary,train,whd bnt atli hhadak mahi alami mais hada oui,neutral
ary,train,biba dyaliiiiiiiiiiiiiiii twa achtekkkkk bzaaaaaaaaaaf kanabgik o kanmout lik o kantsata lik,positive
ary,train,ndek chi ell a khay tarik,neutral
ary,train,jhhhhhhhh kanstanak tsonami bayn ykon tsonami zwin bhalk,positive
ary,train,lmohim howa ibtissam kat ma liha o ala a binahom zwina kola wahed kimatal rasso et men fans betty kibghiw donia c rien,positive
ary,train,hhhh wayeh asslan ntii bo dak li ndii f snow nhar wliit kan at ntii mchiti hhh rah ghir it ftele tmama dakchi bach makankhadmoch,neutral
ary,train,wa db rah kolchi mdarbb ana kaktb ayi hajazwina bach manb ach nchof dik lbssala likatradb fe tag dial lmorahi ine,neutral
ary,train,jaw ramadan f maghreb ghiiiiiiiiiiiiir an kol dowal arabia saraaaha,neutral
ary,train,khti hada ghabrnamaj matb aych t ldi bebnadm kon kan kimtal rah khaso oscar la hadchi,neutral
ary,train,ach bghina bchi baha rani mrid ghir hanini,negative
